name,id,connections,category,keywords,categoryDisplay,link,pointType,locationType,locations,latitude,longitude,mappable,address,description,shortDesc,notes,benefits
MoFAD,prj49,,Education,,Education,http://www.mofad.org/,point,Museum,,40.718848,-73.9517688,Y,"62 BAYARD STREET, BROOKLYN, NY","The Museum of Food and Drink (MOFAD) is on a journey to create the world's first large-scale museum with exhibits you can eat.

MOFAD seeks to advance public understanding of the culture, history, science, production, and commerce of food and drink. The museum currently operates MOFAD Lab, an exhibit design studio and gallery space in Brooklyn, NY, where Flavor: Making It and Faking It is now on show.

Supported by a diverse community of donors, volunteers, and partners, MOFAD is working toward a global center for learning with multiple exhibition galleries, program and workshop space, a garden, café, and more. Join the effort by donating, joining, or volunteering.",The Museum of Food and Drink (MOFAD) is on a journey to create the world's first large-scale museum with exhibits you can eat.,,
Chef Collaborative,prj50,,Network,,Network,http://www.chefscollaborative.org/hello/,point,,,42.362253,-71.0856483,Y,"PO Box 425088, Cambridge, MA 02142","Join Chefs Collaborative, expand your network, and connect with hundreds of like-minded chefs and food professionals across the country who care about sourcing, cooking, and serving better food and are doing their part to create a better food system. Donate or become a Member today!

MISSION: Chefs Collaborative is a national nonprofit network with a mission to inspire, educate, and celebrate chefs and food professionals building a better food system.","Join Chefs Collaborative, expand your network, and connect with hundreds of like-minded chefs and food professionals across the country who care about sourcing, cooking, and serving better food and are doing their part to create a better food system.",,
Urban Design Lab,prj52,,Research & Policy,,Research & Policy,http://urbandesignlab.columbia.edu/,point,HQ,,40.8107887,-73.965878,Y,,"The Urban Design Lab (UDL) is a research unit of Columbia University’s Earth Institute created in 2005 to address the need for a design-based approach to shaping the long range future of sustainable urbanism. While drawing on the resources of The Earth Institute, principal collaborators also engage the Graduate School of Architecture, Planning and Preservation (GSAPP) and the Fu Foundation of Engineering and Applied Science (SEAS). New York City and its region is a core model for solving problems related to sustainable urban futures everywhere, and the UDL’s work cuts across The Earth Institute’s themes of: Climate and Society; Water; Energy; Poverty; Ecosystems; Global Health; Food; Ecology; Nutrition; Hazards and Risk; and Urbanization.The UDL’s collaborators are academics and professionals in urban design, planning, architecture, historic preservation, real estate, public health, environmental science, climatology, engineering, ecology, education, business, economics, social science, humanities, and law.Since its inception, the UDL has assisted New York City communities in tackling environmental remediation, high performance and green building design, micro-infrastructure, public health, climate change, and sustainable economic development. It has also worked in numerous other global locations including Ghana, Kenya, People’s Republic of China, and India.",The Urban Design Lab (UDL) is a research unit of Columbia University’s Earth Institute created in 2005 to address the need for a design-based approach to shaping the long range future of sustainable urbanism.,,
FoodFight,prj53,,Community Activism,"education, health",Community Activism,http://foodfight.org/,point,HQ,,40.7566898,-73.9822061,Y,"21 W. 46th St. New York, NY 10036, USA","FoodFight’s mission is to revolutionize the way we eat and think about food. Using schools as a platform, FoodFight arms teachers, students, parents and school staff with the tools and knowledge they need to make healthier choices and become role models and agents of change for their families and communities.","FoodFight’s mission is to revolutionize the way we eat and think about food. Using schools as a platform, FoodFight arms teachers, students, parents and school staff with the tools and knowledge they need to make healthier choices and become role models and agents of change for their families and communities.",,
CUNY Food Policy Center,prj54,,Research & Policy,,Research & Policy,http://www.nycfoodpolicy.org/,point,HQ,,40.7999544,-73.9414886,Y,"2180 Third Avenue Ste 525 New York, NY 10035","The New York City Food Policy Center develops intersectoral, innovative and evidence-based solutions to preventing diet-related diseases and promoting food security in New York and other cities.  The Center works with policy makers, community organizations, advocates and the public to create healthier, more sustainable food environments and to use food to promote community and economic development. Through interdisciplinary research, policy analysis, evaluation and education, we leverage the expertise and passion of the students, faculty and staff of Hunter College and CUNY. The Center aims to make New York a model for smart, fair food policy.","The New York City Food Policy Center develops intersectoral, innovative and evidence-based solutions to preventing diet-related diseases and promoting food security in New York and other cities.",,
Bjorn Corn,prj55,,Products,,Products,http://bjornqorn.com/,point,HQ,,40.674186,-73.963272,Y,"794 Washington Ave #8 Brooklyn, New York, 11238","We use homegrown non-gmo popcorn and season with all natural, gluten free, and vegan ingredients. There is no butter or cheese! BjornQorn's special flavor comes from nutritional yeast, which is a high protein and high B-vitamin seasoning that is popular in vegan cuisine, but is especially great on popcorn.","We use homegrown non-gmo popcorn and season with all natural, gluten free, and vegan ingredients.",,
Guerrilla Cartography,prj56,,Projects,,Projects,http://www.guerrillacartography.org/,,,,37.809463,-122.28892,Y,"PO Box 18744, Oakland, CA 94619","The mission of Guerrilla Cartography is to widely promote the cartographic arts and facilitate an expansion of the art, methods, and thematic scope of cartography, through collaborative projects, hosting theme-based community workshops and symposiums, and mounting public exhibitions. Founded on the idea that a new paradigm for cooperative and collaborative knowledge-caching and sharing could have a transformative effect on the awareness and dissemination of spatial information, Guerrilla Cartography formed in 2012 to create Food: An Atlas.

The food atlas project was an experiment in guerrilla cartography and publishing. An open call for maps was shared and re-shared through a network of people who care about geography or food (or both) and the cartographers and researchers decided by their submissions what would be in the atlas.

The atlas was published by a consortium of supporters using a crowd-funding platform—the people made the atlas, literally gave it form. The project garnered a lot of media attention—for its content and its methodology—and we continue to receive requests for content to mount public and web-based exhibits.

As a registered California 501(c)(3) nonprofit, Guerrilla Cartography is committed to a free and open distribution of information. We sell volumes to support our organization but always allow free download of our content and pledge a share of our printed volumes to schools and libraries at no cost.

Our experiment in guerrilla cartography created more than an atlas. With more than 120 collaborators from 15 countries, the first guerrilla cartography project created a community—one that continues to grow. Please go to our Call for Maps to see how you can contribute to Water: An Atlas.","The mission of Guerrilla Cartography is to widely promote the cartographic arts and facilitate an expansion of the art, methods, and thematic scope of cartography, through collaborative projects, hosting theme-based community workshops and symposiums, and mounting public exhibitions.",,
Swale,prj57,,Projects,,Projects,http://www.swaleny.org/,point,Site,,40.689577,-74.023066,Y,,"Food forests are arguably the oldest form of gardening, generated through companion planting methods. But their importance is so much more than their history. Food forests are a way to diversify plant life through supportive planting; each plant building, supporting, and sustaining the next, each plant an important part of its created ecosystem. The system being built through food forests extends to our community as well. This form of gardening puts us back into direct contact with our needed resources, invites us to care for these resources that will in turn care for us, for our communities. 
 
Food forests are a naturally regenerating, resilient, and effective agro-ecosystems, which can, over time, provide free, fresh food. However, food forests on New York City's public land have been off-limits for almost a century for fear that a glut of foragers may destroy an ecosystem. But Swale imagines a different world, a different solution.
 
By creating a floating food forest, we create a different set of rules. ","By creating a floating food forest, we create a different set of rules.",Mary Mattingly,
The Brooklyn Food Coalition,prj58,,Community Activism,,Community Activism,http://brooklynfoodcoalition.org/,point,HQ,,40.673388,-73.9701312,Y,"17 Eastern Parkway, 5th Floor, Brooklyn, NY 11238","The Brooklyn Food Coalition helps people with strategies, resources and practical solutions for building a healthy, resilient and sustainable life.","The Brooklyn Food Coalition helps people with strategies, resources and practical solutions for building a healthy, resilient and sustainable life.",,
Tree of 40 Fruit - Sam Van Aken,prj59,,Projects,,Projects,http://www.treeof40fruit.com/,points,Tree Locations,"[{""lat"": 41.2090834, ""lon"": -73.5822305}, {""lat"": 36.374084, ""lon"": -94.2099854}, {""lat"": 43.0391573, ""lon"": -76.1373045}, {""lat"": 42.325431, ""lon"": -71.2486973}, {""lat"": 40.7381657, ""lon"": -74.350146}, {""lat"": 38.1889917, ""lon"": -85.8168537}, {""lat"": 40.1037741, ""lon"": -75.4470717}, {""lat"": 41.2120214, ""lon"": -73.577188}, {""lat"": 44.5650678, ""lon"": -69.6628943}, {""lat"": 38.1889917, ""lon"": -85.8168537}, {""lat"": 44.8944168, ""lon"": -86.0024328}, {""lat"": 44.4560089, ""lon"": -68.4648353}]",41.2090834,-73.5822305,Y,,"The Tree of 40 Fruit is an ongoing series of hybridized fruit trees by contemporary artist Sam Van Aken. Each unique Tree of 40 Fruit grows over forty different types of stone fruit including peaches, plums, apricots, nectarines, cherries, and almonds. Sculpted through the process of grafting, the Tree of 40 Fruit blossom in variegated tones of pink, crimson and white in spring, and in summer bear a multitude of fruit. Primarily composed of native and antique varieties the Tree of 40 Fruit are a form of conservsation, preserving heirloom stone fruit varieties that are not commercially produced or available.",The Tree of 40 Fruit is an ongoing series of hybridized fruit trees by contemporary artist Sam Van Aken.,,
Billion Oyster Project,prj60,prj15,Community Activism,,Community Activism,http://www.billionoysterproject.org/,point,Site,,40.6908199,-74.0226807,Y,"550 Short Ave, Brooklyn, NY 11231","BOP IS AN ECOSYSTEM RESTORATION AND EDUCATION PROJECT aimed at restoring one billion live oysters to New York Harbor and engaging hundreds of thousands of school children through restoration based STEM education programs.  Students at New York Harbor School have been growing and restoring oysters in New York Harbor for the last six years.  They have learned to SCUBA dive safely, raise oyster larvae, operate and maintain vessels, build and operate commercial-scaled oyster nurseries, design underwater monitoring equipment and conduct long-term authentic research projects all in the murky, contaminated, fast moving waters of one of the busiest ports in the country.  Together and with the help of many partners these students have restored over eleven million oysters. Thirty-six public schools have partnered with the project to provide authentic, place-based science and math lessons through the lens of oyster restoration.  Each year, thousands of students participate in these learning opportunities.

","BOP is an ecosystem restoration and education project aimed at restoring one billion live oysters to New York Harbor and engaging hundreds of thousands of school children through restoration based STEM education programs.

",,
City Harvest,prj61,,Community Activism,"food collection, food waste",Community Activism,https://www.cityharvest.org/,point,HQ,,40.7465406,-73.987168,Y,6 EAST 32ND ST 5TH FLOOR NY NY 10016,"City Harvest pioneered food rescue in 1982 and, this year, will collect 55 million pounds of excess food to help feed the nearly 1.4 million New Yorkers struggling to put meals on their tables. Through relationships with farms, grocers, restaurants, and manufacturers, City Harvest collects nutritious food that would otherwise go to waste and delivers it free of charge to 500 soup kitchens, food pantries and other community food programs across the five boroughs. In addition to helping meet the immediate need for food, City Harvest developed long-term Healthy Neighborhoods programs which partner with low-income communities to increase access to fresh produce and help residents shop for and cook nutritious, budget-conscious meals.","City Harvest pioneered food rescue in 1982 and, this year, will collect 55 million pounds of excess food to help feed the nearly 1.4 million New Yorkers struggling to put meals on their tables,",,
NESAWG,prj63,,Community Activism,,Community Activism,http://nesawg.org/,point,HQ,,41.0351023,-73.8655133,Y,"IRVINGTON, NY 10533","NESAWG, a project of the Tides Center, is a 12-state network of over 500 participating organizations.  Together, we unite farm and food system practitioners and allies to build a sustainable, just and economically vibrant region.

Our region includes Connecticut, Delaware, Massachusetts, Maine, Maryland, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Vermont, West Virginia, and Washington D.C.","NESAWG, a project of the Tides Center, is a 12-state network of over 500 participating organizations.  Together, we unite farm and food system practitioners and allies to build a sustainable, just and economically vibrant region.",,
NOFA,prj64,,Community Activism,"farming, advocacy, training",Community Activism,https://www.nofany.org/,point,HQ,,42.9641112,-77.3510816,Y,"1423 Hathaway Dr, Farmington, NY 14425","NOFA-NY is an organization of farmers, gardeners, and consumers working together to create a sustainable regional food system that's ecologically sound and economically viable. Through demonstration and education, we promote land stewardship, organic food production, and local marketing. We bring consumer and farmer together to make high quality food available to all people.","NOFA-NY is an organization of farmers, gardeners, and consumers working together to create a sustainable regional food system that's ecologically sound and economically viable.",,
Food Lab,prj65,,Research & Policy,,Research & Policy,https://drive.google.com/file/d/0B0W8gX6Kw188LWFONlBac1F1UEU/view?pli=1,point,HQ,,-33.9222082,18.4198153,Y,"5th Floor Exchange Building, 28 St George’s Mall, Cape Town","To date, The Food Security Lab has comprised 16 months of research within a community called Kanana in Gugulethu, Cape Town, South Africa. The research focused on how people living within households that generally earn a monthly income of R4,000 or less manage their food requirements. It examined: why they purchase the food they do; where they shop and how often; beyond resource constraints, what influences their food purchasing choices; at what income level is it possible to secure a high quality regular diet; and what are the environmental, social and psychological factors that may prevent a strategic approach to food purchases and consumption? At the centre of this research was an exploration of how the local/immediate food suppliers (spaza shops, street vendors, informal cooking facilities) contribute to  the food ecosystem. As such, the Lab also included an in depth review of the spaza shops in particular, the stock they carry and why, their supply chains and a range of consumer behaviour within the shops.","To date, The Food Security Lab has comprised 16 months of research within a community called Kanana in Gugulethu, Cape Town, South Africa.",,
GrowNYC,prj66,,Community Activism,"compost, community gardens, farmer's market, education",Community Activism,http://www.grownyc.org/,point,HQ,,40.710155,-74.0054233,Y,"100 Gold Street, Suite 3300 
New York, New York 10038","GrowNYC is the sustainability resource for New Yorkers: providing free tools and services anyone can use in order to improve our City and environment.

Our mission is to improve New York City's quality of life through environmental programs that transform communities block by block and empower all New Yorkers to secure a clean and healthy environment for future generations.
 
GrowNYC was originally created in 1970 as the Council on the Environment of New York City (CENYC). Born out of the spirit of the first Earth Day, CENYC was initially a policy-based organization, writing comprehensive reports about quality of life issues like air quality, traffic, and noise. Over the past 45 years we've become a service organization: whether it's operating the world famous Union Square Greenmarket, building a new community garden, teaching young people about the environment, or improving recycling awareness, if you're a New Yorker, GrowNYC is working near you!  ",GrowNYC is the sustainability resource for New Yorkers: providing free tools and services anyone can use in order to improve our City and environment.,,
Sustainable Restaurant Corps,prj67,,Community Activism,"sustainability, training, restaurant",Community Activism,http://www.sustynyc.org/,point,HQ,,40.714171,-74.0182997,Y,"4 World Financial Center
WBAI FM
Church St. Station
PO Box 7032
New York, NY 10008","The Sustainable Restaurant Corps (SRC) is a non-profit that helps restaurants in the 5 boroughs of NYC reduce their impact on the environment.

We help restaurants lower their utility bills, reduce waste, serve more sustainable food, and more.

We are developing a rating system that will help you find green restaurants on the web sites you visit most to decide where to eat.",The Sustainable Restaurant Corps (SRC) is a non-profit that helps restaurants in the 5 boroughs of NYC reduce their impact on the environment.,,
Sea 2 Table,prj68,prj15,Products,,Products,http://www.sea2table.com/,point,HQ,,40.6776164,-73.9595463,Y,"1000 Dean Street Brooklyn, NY 11238","Sea to Table partners with local fishermen from small-scale sustainable wild fisheries, finding better markets for their catch. Delivering overnight, direct from the source, reducing time and cost, allowing diners to know the ’who, how and where’ of the impossibly fresh fish they enjoy, creating a direct connection from fisherman to chef. #eatbetterfish

In 2012 we were proud to become a Certified B Corp.","Sea to Table partners with local fishermen from small-scale sustainable wild fisheries, finding better markets for their catch.",,
Citymeals-on-Wheels,prj69,,Community Activism,food collection,Community Activism,http://www.citymeals.org/,point,HQ,,40.7501715,-73.9786714,Y,"355 Lexington Avenue New York, NY 10017","Citymeals on Wheels raises private funds to ensure no homebound elderly New Yorker will ever go a day without food or human company. Last year, our family of contributors helped us bring 2 million nutritious meals to more than 18,000 frail aged in every borough of New York City. In addition, nearly 19,000 volunteers collectively spent 67,397 hours visiting and delivering meals to our neighbors. Citymeals funds 31 community-based agencies that bring weekend, holiday and emergency meals to homebound elderly New Yorkers who can no longer shop or cook for themselves. In addition, our Mobile Food Pantry program delivers weekly bags of grocery staples to the most at-risk elderly and our Fresh Produce program enables us to supplement regular meal deliveries with fresh fruit and vegetables from local farmers.",Citymeals on Wheels raises private funds to ensure no homebound elderly New Yorker will ever go a day without food or human company.,,
Sage,prj70,,Service,,Service,https://sageproject.com/,point,HQ,,40.7536015,-73.9802739,Y,"335 Madison Avenue, 4th Floor, NY, NY, 10017","We are a team of designers, dietitians, and creative technologists with a simple mission: reimagine food data by making it smart, simple, and personalized. Until now, this info has often been unapproachable, confusing, and rarely tells the complete story.

That’s why we built the food data platform we’ve always wanted. We think of it as our dream label. We love it, and hope you do too. If you have any suggestions or feedback, or want to get involved, please email us. We'd love to hear from you!","We are a team of designers, dietitians, and creative technologists with a simple mission: reimagine food data by making it smart, simple, and personalized. Until now, this info has often been unapproachable, confusing, and rarely tells the complete story.",,
Glynwood,prj71,,Community Activism,"education, farming, local",Community Activism,https://glynwood.org/,point,Farm,,41.4536387,-73.8674944,Y,"362 Glynwood Road, Cold Spring, NY","Glynwood is an agricultural nonprofit organization based in Cold Spring, New York. We work toward our mission of ensuring that the Hudson Valley is a region defined by food through core programming we develop and implement to further enhance the viability of sustainable farming.","Glynwood is an agricultural nonprofit organization based in Cold Spring, New York.",,
North American Food Systems Network,prj72,,Education,,Education,http://foodsystemsnetwork.org/,point,HQ,,42.4534531,-76.4756914,Y,"295 Hook Place, Ithaca, New York 14850 USA","The North American Food Systems Network (NAFSN) is a new organization founded in 2015 offering leadership and technical skills training, networking, and other professional development opportunities for the burgeoning group of individuals supporting the development of equitable and sustainable local and regional food systems.
 
Members range from farm educators and community nutritionists to activists and scholars. The mission of this community of practice is to coalesce the current disparate group of practitioners, and build individual and collective capacity to solve pressing food and agriculture issues on the continent. Presently there are many innovative solutions and pioneering organizations working to address and understand the complex issues of food systems−for example, working to eliminate causes of food deserts, obesity, hunger, and other food-related human health issues as well as working to increase sustainable farming practices, ecological and economic health of farms and rural areas, and creating viable markets.","The North American Food Systems Network (NAFSN) is a new organization founded in 2015 offering leadership and technical skills training, networking, and other professional development opportunities for the burgeoning group of individuals supporting the development of equitable and sustainable local and regional food systems.",,
Project Noah,prj73,,Citizen Science,,Citizen Science,http://www.projectnoah.org/,point,,,40.7257938,-74.0063347,Y,"161 Avenue of the Americas, New York, NY","Project Noah is an award-winning software platform designed to help people reconnect with the natural world. Launched out of NYU’s Interactive Telecommunications Program in early 2010, the project began as an experiment to mobilize citizen scientists and build a digital butterfly net for the 21st century. Backed by National Geographic, Project Noah is mobilizing a new generation of nature explorers and helping people from around the world appreciate their local wildlife. Our community is harnessing the power and popularity of new mobile technologies to collect important ecological data and help preserve global biodiversity.",Project Noah is mobilizing a new generation of nature explorers and helping people from around the world appreciate their local wildlife.,,
Food Bank for NYC,prj80,,Community Activism,"food collection, food poverty",Community Activism,http://www.foodbanknyc.org/,point,HQ,,40.706348,-74.0156005,Y,"39 Broadway, New York, NY 10006","Food Bank For New York City has been the city’s major hunger-relief organization working to end hunger throughout the five boroughs for more than 30 years. Nearly one in five New Yorkers relies on Food Bank for food and other resources. Food Bank takes a strategic, multifaceted approach that provides meals and builds capacity in the neediest communities, while raising awareness and engagement among all New Yorkers. Through its network of more than 1,000 charities and schools citywide, Food Bank provides food for approximately 64 million free meals per year for New Yorkers in need. Food Bank For New York City’s income support services, including food stamps (also known as SNAP) and free tax assistance for the working poor, put more than $150 million each year into the pockets of New Yorkers, helping them to afford food and achieve greater dignity and independence. In addition, Food Bank’s nutrition education programs and services empower more than 275,000 children, teens and adults to sustain a healthy diet on a low budget. Working toward long-term solutions to food poverty, Food Bank develops policy and conducts research to inform community and government efforts.",Food Bank For New York City has been the city’s major hunger-relief organization working to end hunger throughout the five boroughs for more than 30 years.,,
Ellie Iron's weed gardens,prj81,,Projects,,Projects,http://ellieirons.com/projects/sanctuary/,point,Gallery,,40.68755,-73.9625787,Y,,"Sanctuary for Weedy Species is a living collection of more than three hundred wild/invasive/exotic or otherwise uncultivated young plants transplanted from Bushwick’s urban soil to the Gallery at Industry City. At least forty species of plants hailing from various temperate and subtropical climates around the world live in the sanctuary. Some evolved right here in the New York City area, others originated in Central America, Northern Africa, or the mountains of Japan. Although they have diverse origins, all have made the city their home. They are well-adapted to living alongside humans, although we often tend to ignore, malign or even intentionally destroy them. In Bushwick, the open earth they occupy is rapidly receding as new parking lots, condominiums, and other development projects fill in the neighborhood’s remaining “vacant” spaces. This weedy sanctuary provides the opportunity to see these plants up close in an unusual context. I invite you to take a break from winter in the city. Come relocate and rehabilitate alongside the sanctuary inhabitants, and imagine for a moment a vision of urban ecology that takes what is, not what was, as its starting point.",Sanctuary for Weedy Species is a living collection of more than three hundred wild/invasive/exotic or otherwise uncultivated young plants transplanted from Bushwick’s urban soil to the Gallery at Industry City.,,
CUNY Urban Food Policy Institute,prj83,,Research & Policy,,Research & Policy,cunyurbanfoodpolicy.org,point,HQ,,40.8074973,-73.9463391,Y,"55 WEST 125TH STREET, NEW YORK, NY, 10027","Academic research and action center at the CUNY Graduate School of Public Health and Health Policy located in Harlem, NYC. We provide evidence to inform municipal policies that promote equitable access to healthy, affordable food. We apply an  intersectoral perspective that links nutrition and health to sustainable community and workforce development, and we engage partners from  city government, community organizations, and the university in food policy research and action.","Academic research and action center at the CUNY Graduate School of Public Health and Health Policy located in Harlem, NYC.",,
Vallejo: City of Opportunity Lacks Access to Healthy Food,prj84,,Community Activism,"research, health, food poverty",Community Activism,http://www.foodispower.org/wp-content/uploads/vallejoReport_high.pdf,point,City,,38.1168712,-122.4026746,Y,,"Founded in 2007, Food Empowerment Project (F.E.P.) seeks to create a more just and sustainable world by recognizing the power of one’s food choices. We encourage healthy food choices that reflect a more compassionate society by spotlighting the abuse of animals on farms, the depletion of natural resources, unfair working conditions for produce workers, and the unavailability of healthy foods in communities of color and low-income areas. F.E.P. is a national nonprofit located in Northern California. Our mission is to encourage people to make the most ethical choices when eating, which in the end is healthier for them and the planet and can help to improve the lives of others locally and globally. We are compelled to learn why eating healthy food in U.S. cities seems to be a privilege and not a right. ",Food Empowerment Project (F.E.P.) seeks to create a more just and sustainable world by recognizing the power of one’s food choices.,urban food activism | data/survey/mapping/GIS,
Food Empowerment Project,prj85,,Education,,Education,foodispower.org,point,HQ,,38.3292827,-122.7264224,Y,"P.O. Box 7322, Cotati, CA 94931","Food Empowerment Project seeks to create a more just and sustainable world by recognizing the power of one’s food choices. We encourage healthy food choices that reflect a more compassionate society by spotlighting the abuse of animals on farms, the depletion of natural resources, unfair working conditions for produce workers, and the unavailability of healthy foods in low-income areas.

By making informed choices, we can prevent injustices against animals, people, and the environment. We also work to discourage negligent corporations from pushing unhealthy foods into low-income areas and empower people to make healthier choices by growing their own fruits and vegetables. In all of our work, Food Empowerment Project seeks specifically to empower those with the fewest resources.

Food Empowerment Project is a vegan food justice organization and a registered non-profit 501(c)(3) and was founded in 2006 by lauren Ornelas. Learn more about the organization’s leadership team.",Food Empowerment Project seeks to create a more just and sustainable world by recognizing the power of one’s food choices.,,
Fair Food Network,prj86,,Community Activism,,Community Activism,http://www.fairfoodnetwork.org/list/food-systems-network-nyc,point,HQ,,42.280231,-83.749336,Y,"205 E. Washington Street, Suite B, Ann Arbor MI 48104",Food Systems Network NYC is a membership based organization designed to foster communication and cultivate community amongst various stake holders and professionals working across the food system. Members gather monthly for Open Networking meetings to encourage collaboration; share information; discuss public policy; and promote opportunities for individuals to partner on specific projects.,Food Systems Network NYC is a membership based organization designed to foster communication and cultivate community amongst various stake holders and professionals working across the food system.,Not sure if this still exists.  It's site leads to a dead end,
Just Food,prj87,,Community Activism,"csa, urban ag, community gardens, local",Community Activism,http://www.justfood.org/,point,HQ,,40.7581234,-73.985218,Y,"114 West 47th Street, Suite C1-35, New York, NY","Just Food empowers and supports community leaders to advocate for and increase access to healthy, locally-grown food, especially in underserved NYC neighborhoods. We provide training and resources to community members so they can: Launch Projects like farmers’ markets and community supported agriculture (CSA) groups. Educate their neighbors in fundamental cooking and urban farming skills. Advocate to make their corner of NYC a healthier place to live and eat. Each year, nearly a quarter million New Yorkers access fresh food in their neighborhood through Just Food’s network of community food projects.","Just Food empowers and supports community leaders to advocate for and increase access to healthy, locally-grown food, especially in underserved NYC neighborhoods.",,
Added Value Farm,prj88,,Community Activism,"education, farming, production, compost, farmer's market",Community Activism,http://www.added-value.org/,points,Farms,"[{""lat"": 40.6719774, ""lon"": -74.0111804}, {""lat"":40.6761638, ""lon"":-74.0133777}]",40.6719774,-74.0111804,Y,"580 COLUMBIA STREET, BROOKLYN, NY 11231, 10-46 WOLCOTT STREET, BROOKLYN, NY 11231","Added Value Farms is a youth-led urban farming and compost operation in Red Hook, Brooklyn. We create opportunities for teens to expand their knowledge base, develop their leadership skills, and positively engage with each other, their community, and the environment. Since our founding in 2001, we have mentored scores of youth, provided hundreds of elementary students with educational programs, and worked with thousands of volunteers to farm and compost in the city. Together we strive to transform vacant lands into vibrant urban farms, improve access to healthy, affordable produce, and nurture a new generation of green leaders.","Added Value Farms is a youth-led urban farming and compost operation in Red Hook, Brooklyn.",,
Island Creek Oysters,prj89,prj15,Farm,,Farm,http://islandcreekoysters.com/,point,,,42.0133729,-70.7199665,Y,"296 Parks St, Duxbury, MA 02332","Island Creek Oysters’ team includes 35 employees in the wholesale company, ten Island Creek farms here in Duxbury, a non-profit foundation active on two continents, five Boston-area restaurants, and an ever-growing stable of other fine farmers from around Cape Cod (and from as far away as the West Coast). The distribution arm, Island Creek Oysters, Inc. sells over 200,000 oysters a week.","Island Creek Oysters’ team includes 35 employees in the wholesale company, ten Island Creek farms here in Duxbury, a non-profit foundation active on two continents, five Boston-area restaurants, and an ever-growing stable of other fine farmers from around Cape Cod (and from as far away as the West Coast). The distribution arm, Island Creek Oysters, Inc. sells over 200,000 oysters a week.",Island Creek Oysters,
Brooklyn Roasting Company,prj90,prj15,Products,,Products,http://www.brooklynroasting.com/,point,,,40.7040645,-73.9883983,Y,"25 Jay Street, Brooklyn, New York 11201","The Brooklyn Roasting Company buys, roasts and sells superb coffees from the world’s most renowned growing regions. We favor certified coffees (Fair Trade, Rainforest Alliance, organic) and unique auction-lot coffees. All of our beans are locally roasted every day and expertly packaged in our state-of-the-art production facilities to maximize flavor and freshness.","The Brooklyn Roasting Company buys, roasts and sells superb coffees from the world’s most renowned growing regions. We favor certified coffees (Fair Trade, Rainforest Alliance, organic) and unique auction-lot coffees. All of our beans are locally roasted every day and expertly packaged in our state-of-the-art production facilities to maximize flavor and freshness.",Brooklyn Roasters,
Ecologic,prj91,prj15,Products,,Products,http://www.ecologicsolutions.com/,point,,,40.6983729,-73.9772156,Y,"Brooklyn Navy Yard, 63 Flushing Ave, Unit 267","EcoLogic Solutions Inc. – a proud B Corporation! – is a Brooklyn-based manufacturer and distributor of environmentally preferable cleaning products and technologies for restaurants, offices, hospitals, hotels, schools, and other institutional users.","EcoLogic Solutions Inc. – a proud B Corporation! – is a Brooklyn-based manufacturer and distributor of environmentally preferable cleaning products and technologies for restaurants, offices, hospitals, hotels, schools, and other institutional users.",Ecologic,
Tamarrack Hullow,prj92,prj15,Farm,,Farm,http://tamarackhollowfarm.com/,point,,,44.5183738,-73.2432794,Y,"519 Ethan Allen Pkwy, Burlington, VT 05408","Tamarack Hollow Farm grows organic vegetables on rich upland soils in Plainfield, Vermont. We choose varieties that shine in Vermont’s cooler growing season, specializing in root crops and leafy greens. Amanda seeks out varieties noted for their shape, texture, color, and taste profiles. We irrigate our vegetables moderately to distill the richest flavors possible and harvest our vegetables by hand, selecting only the best and handling them with care. Our vegetables are certified organic by Vermont Organic Farmers using USDA guidelines. Come see the results of all our hard work at the Union Square Greenmarket. In 2015 we marked our ten-year anniversary at Union Square, here’s to ten more.","Tamarack Hollow Farm grows organic vegetables on rich upland soils in Plainfield, Vermont. We choose varieties that shine in Vermont’s cooler growing season, specializing in root crops and leafy greens. Amanda seeks out varieties noted for their shape, texture, color, and taste profiles. We irrigate our vegetables moderately to distill the richest flavors possible and harvest our vegetables by hand, selecting only the best and handling them with care. Our vegetables are certified organic by Vermont Organic Farmers using USDA guidelines. Come see the results of all our hard work at the Union Square Greenmarket. In 2015 we marked our ten-year anniversary at Union Square, here’s to ten more.",Tamarrack Hullow,
Windfall Farm,prj93,prj15,Farm,,Farm,https://www.windfallfarms.com/,point,,,41.480613,-74.2408216,Y,"301 Neelytown Rd. N, Montgomery, NY 12549","A small unconventional farm in Montgomery, NY (Orange County) specializing in salad greens and unusual produce: edible flowers, watermelon radish, etc.","A small unconventional farm in Montgomery, NY (Orange County) specializing in salad greens and unusual produce: edible flowers, watermelon radish, etc.",Windfall Farm,
